DISTRICT,DIVISION,LOCATION,SUB LOCATION
BURET,BURET,LITEIN,KAPKARIN
BURET,KONOIN,SOTIT,KIRIMOSE
BURET,KONOIN,CHEMELET,CHEMELET
BURET,KONOIN,SAOSA,CHEMOSIT
BURET,KONOIN,MOSONIK,MOGONJET
BURET,BURET,CHEBOIN,NGORORGA
BURET,KONOIN,SOTIT,SOTIT
BURET,KONOIN,KAPTIEN,KAPSIGOWO
BURET,KONOIN,KIPTENDEN,TEREK
BURET,BURET,CHEMOIBEN,RORONYA
BURET,KONOIN,SATIET,KUGERWET
BURET,KONOIN,SIMOTI,SIMOTI
BURET,KONOIN,CHEBANGANG,KAPSENGERE
BURET,BURET,KAPKISIARA,KIPTOME
BURET,BURET,KIBUGAT,KELUNET
BURET,BURET,CHEBWAGAN,KAPSOGERUK
BURET,BURET,TECHOGET,KAMINJEIWA
BURET,KONOIN,CHEPTALAL,KITALA
BURET,BURET,GETARWET,CHEPKONGONY
BURET,BURET,KABARTEGAN,KIPKERIENY
BURET,KONOIN,SATIET,SATIET
BURET,BURET,CHEBORGE,KABORUS
BURET,BURET,KISIARA,MONORU
BURET,BURET,KISIARA,NG'OINA
BURET,KONOIN,KAPTIEN,KAPTIEN
BUSIA,NAMBALE,NAMBALE TOWNSHIP,NAMBALE TOWNSHIP
BUSIA,BUTULA,BUJUMBA,BUJUMBA
BUSIA,BUTULA,MARACHI CENTRAL,KINGADOLE
BUSIA,MATAYOS,NANGOMA,NANGOMA
BUSIA,BUTULA,ELUKHARI,KANJALA
BUSIA,BUTULA,MARACHI CENTRAL,BUKHALALIRE
BUSIA,BUTULA,BUJUMBA,BURINDA
BUSIA,BUTULA,MARACHI CENTRAL,ESIKOMA
BUSIA,MATAYOS,NANGOMA,MUYAFWA
BUSIA,BUTULA,BUMALA,BUMALA 'A'
BUSIA,MATAYOS,BUKHAYO WEST,ESIKULU
BUSIA,NAMBALE,BUKHAYO NORTH,KAPINA
BUSIA,BUTULA,ELUGULU,BWALIRO
BUSIA,BUTULA,ELUGULU,NAMUSALA
BUSIA,BUTULA,BUJUMBA,NAMWITSULA
BUSIA,MATAYOS,BUSIBWABO,NAKHAKINA
BUSIA,NAMBALE,BUKHAYO CENTRAL,SIDENDE
BUSIA,MATAYOS,NASEWA,MABUNGE
BUSIA,MATAYOS,NANGOMA,MURENDE
BUSIA,NAMBALE,BUKHAYO EAST,MADIBO
BUSIA,BUTULA,ELUKHARI,SIKARILA
BUSIA,BUTULA,BUJUMBA,IKONZO
BUSIA,MATAYOS,LWANYA,LULIBA
BUSIA,NAMBALE,BUKHAYO EAST,MUNGATSI
BUSIA,BUTULA,ELUGULU,BULEMIA
BUSIA,BUTULA,MARACHI EAST,TINGOLO
BUSIA,MATAYOS,BUKHAYO WEST,BUGENGI
BUSIA,BUTULA,ELUKHARI,BUKATI
BUSIA,BUTULA,MARACHI EAST,BUMALA B
BUSIA,MATAYOS,BUSIA TOWNSHIP,MJINI
BUSIA,NAMBALE,BUKHAYO EAST,SIKINGA
BUSIA,MATAYOS,LWANYA,IGERO
BUSIA,NAMBALE,NAMBALE TOWNSHIP,KISOKO
BUSIA,NAMBALE,BUKHAYO EAST,BUYOFU
BUSIA,NAMBALE,BUKHAYO CENTRAL,MALANGA
BUSIA,BUTULA,ELUGULU,BULWANI
BUSIA,BUTULA,MARACHI EAST,ELUKONGO
BUSIA,NAMBALE,WALATSI,MUSOKOTO
BUSIA,BUTULA,BUMALA,BUKHAHALA
BUSIA,MATAYOS,BUSIA TOWNSHIP,MAYENJE
BUSIA,MATAYOS,BUSIBWABO,NASIRA
BUSIA,MATAYOS,NASEWA,BUYAMA
BUSIA,MATAYOS,BUKHAYO WEST,MUNDIKA
BUSIA,MATAYOS,NASEWA,LUNGA
BUSIA,BUTULA,ELUGULU,EMUKHWESO
BUSIA,NAMBALE,BUKHAYO NORTH,LUPIDA
BUSIA,NAMBALE,WALATSI,KHWIRALE
BUSIA,MATAYOS,LWANYA,BUSENDE
BUSIA,BUTULA,BUMALA,BUSIRE
BUSIA,NAMBALE,BUKHAYO CENTRAL,LWANYANGE
BUSIA,NAMBALE,NAMBALE TOWNSHIP,SIEKUNYA
BUTERE,KHWISERO,NORTH KISA,MUNDOBELWA
BUTERE,BUTERE,TOWNSHIP,SHIREMBE
BUTERE,BUTERE,LUNZA,SHITARI
BUTERE,BUTERE,CENTRAL MARAMA,IMANGA
BUTERE,KHWISERO,SOUTH KISA,EMALINDI
BUTERE,KHWISERO,KISA EAST,EMATSASI
BUTERE,KHWISERO,KISA WEST,DOHO
BUTERE,BUTERE,MARENYO,MUYUNDI
BUTERE,BUTERE,LUNZA,LUNZA
BUTERE,BUTERE,TOWNSHIP,SHINAMWINYULI
BUTERE,KHWISERO,KISA CENTRAL,EMUTSASA
BUTERE,KHWISERO,SOUTH KISA,ESHIBINGA
BUTERE,BUTERE,MARENYO,SHIKUNGA
BUTERE,KHWISERO,ESHIROMBE,EKOMERO
BUTERE,BUTERE,SOUTH MARAMA,MASABA
BUTERE,BUTERE,SHIANDA,SHIANDA
BUTERE,KHWISERO,ESHIROMBE,EBUHALA
BUTERE,BUTERE,NORTH MARAMA,LUKOHE
BUTERE,BUTERE,LUNZA,BUCHENYA
BUTERE,BUTERE,NORTH MARAMA,EBUSHITINJI
BUTERE,KHWISERO,KISA EAST,MUNJITI
BUTERE,KHWISERO,MULWANDA,KHUSHIKU
BUTERE,BUTERE,NORTH MARAMA,INAYA
BUTERE,KHWISERO,NORTH KISA,MWIKALIKHA
BUTERE,KHWISERO,MULWANDA,MULWANDA
BUTERE,BUTERE,SOUTH MARAMA,SHIATSALA
BUTERE,KHWISERO,KISA CENTRAL,MUNDEKU
BUTERE,BUTERE,SHIANDA,MABOLE
BUTERE,KHWISERO,MULWANDA,SHIRALI
BUTERE,BUTERE,TOWNSHIP,SHIROTSA
BUTERE,BUTERE,MANYALA,ESHIENJERA
BUTERE,KHWISERO,KISA CENTRAL,WAMBULISHE
BUTERE,BUTERE,CENTRAL MARAMA,MUTOMA
BUTERE,KHWISERO,SOUTH KISA,MUNDAHA
BUTERE,KHWISERO,MULWANDA,MUSHIANGUBU
BUTERE,KHWISERO,KISA WEST,MUHAKA
BUTERE,BUTERE,MARENYO,BUBOKO
BUTERE,BUTERE,NORTH MARAMA,SHIRAHA
BUTERE,BUTERE,SHIANDA,BUBALA
BUTERE,BUTERE,CENTRAL MARAMA,IBOKOLO
BUTERE,KHWISERO,KISA WEST,DUDI
BUTERE,BUTERE,LUNZA,BUMAMU
BUTERE,KHWISERO,KISA EAST,EMURUBA
BUTERE,BUTERE,SOUTH MARAMA,SHIBEMBE
BUTERE,BUTERE,MANYALA,BUSHIENI
CHALBI,NORTH HORR,NORTH HORR,NORTH HORR
CHALBI,NORTH HORR,BELESA SARU,SABAREI
CHALBI,NORTH HORR,HURRI HILLS,FOROLLE
CHALBI,NORTH HORR,BUBISA,BUBISA
CHALBI,NORTH HORR,MAIKONA,MAIKONA
CHALBI,NORTH HORR,HURRI HILLS,HURRI HILLS
CHALBI,NORTH HORR,TURBI,TURBI
CHALBI,NORTH HORR,GALLAS,GALLAS
CHALBI,NORTH HORR,DUKANA,DUKANA
CHALBI,NORTH HORR,KALACHA,KALACHA
CHALBI,NORTH HORR,BALESA RIRIBA,EL-HADI
CHALBI,NORTH HORR,NORTH HORR,DARATE
CHALBI,NORTH HORR,BALESA RIRIBA,BALESA
CHALBI,NORTH HORR,KALACHA,EL-GADE
CHALBI,NORTH HORR,NORTH HORR,MALABOT
CHALBI,NORTH HORR,TURBI,BURGABO
CHALBI,NORTH HORR,MAIKONA,MEDATE KURO
CHALBI,NORTH HORR,SHURA,SHURA
EAST POKOT,TIATY,TANGULBEI,TANGULBEI
EAST POKOT,TIATY,KOSITEI,KOSITEI
EAST POKOT,TIATY,KOLLOWA,BARPELLO
EAST POKOT,TIATY,TANGULBEI,CHEMOIGUT
EAST POKOT,TIATY,LOYAMOROK,KOKORE
EAST POKOT,TIATY,AMAYA,AMAYA
EAST POKOT,TIATY,LOYAMOROK,PAKA
EAST POKOT,TIATY,KOSITEI,SERETION
EAST POKOT,TIATY,RIBKWO,CHESAKAM
EAST POKOT,TIATY,TIRIOKO,ANGORITIANG
EAST POKOT,TIATY,CHURO,CHEPELOW
EAST POKOT,TIATY,NGORON,NGORON
EAST POKOT,TIATY,CHURO,CHURO
EAST POKOT,TIATY,LOIWAT,CHEPELLION
EAST POKOT,TIATY,KOROSSI,KECHII
EAST POKOT,TIATY,NAUDO,AKWECHATIS
EAST POKOT,TIATY,SILALE,KAPEDO EAST
EAST POKOT,TIATY,LOIWAT,TILINGWO
EAST POKOT,TIATY,LORUK,KECHI LORUK KONGASIS
EAST POKOT,TIATY,AKORET,AKORET
EAST POKOT,TIATY,KOLLOWA,CHEPKARERAT
EAST POKOT,TIATY,KOLLOWA,KOLLOWA
EAST POKOT,TIATY,NGORON,MIRGIS
EAST POKOT,TIATY,CHURO,PUTERO
EAST POKOT,TIATY,LOYAMOROK,NGINYANG EAST
EAST POKOT,TIATY,TIRIOKO,KAPUNYANY
EAST POKOT,TIATY,KAPTUYA,KAPTUYA
EAST POKOT,TIATY,ORUS,ORUS
EAST POKOT,TIATY,NAUDO,NASOROT
EAST POKOT,TIATY,RIBKWO,KAPEDO WEST
EAST POKOT,TIATY,AKORET,KULAL
EAST POKOT,TIATY,LOIWAT,LOIWAT
EAST POKOT,TIATY,NAUDO,LOSIKIRIAMOI
EAST POKOT,TIATY,KOROSSI,NAKORETE
EAST POKOT,TIATY,SILALE,NAKOKO
EAST POKOT,TIATY,AKORET,KAPEDO NORTH
EAST POKOT,TIATY,KOSITEI,NGINYANG WEST
EAST POKOT,TIATY,ORUS,KOKWOTOTO
EAST POKOT,TIATY,RIBKWO,MORON
EAST POKOT,TIATY,LOKIS,LOKIS
EAST POKOT,TIATY,LOIWAT,KIPNAI
EAST POKOT,TIATY,KOROSSI,KOROSSI
ELDORET EAST,AINABKOI,AINABKOI,NDANAI
ELDORET EAST,MOIBEN,KOITOROR,KAPTUKTUK
ELDORET EAST,MOIBEN,KOITOROR,TUIYOLUK
ELDORET EAST,MOIBEN,SERGOIT,KELJI
ELDORET EAST,MOIBEN,SERGOIT,SERGOIT
ELDORET EAST,AINABKOI,KAPSOYA,KAPSOYA
ELDORET EAST,MOIBEN,TEMBELIO,KAPKEI
ELDORET EAST,MOIBEN,TEMBELIO,ELGEYO BORDER
ELDORET EAST,MOIBEN,KIMONING,KIMONING
ELDORET EAST,MOIBEN,KAPLOLO,CHEPLASKEI
ELDORET EAST,MOIBEN,MOIBEN,MOIBEN
ELDORET EAST,MOIBEN,KARUNA,SOSIO
ELDORET EAST,MOIBEN,MOIBEN,TOLOITA
ELDORET EAST,MOIBEN,KAPLOLO,USWO
ELDORET EAST,MOIBEN,KIMONING,CHEPBURBUR
ELDORET EAST,MOIBEN,KAPLOLO,KAPLOLO
ELDORET EAST,MOIBEN,KARUNA,KAPSUBERE
ELDORET EAST,AINABKOI,KIPKABUS,KAPLELACH
ELDORET EAST,AINABKOI,CHEPNGOROR,TINGWA
ELDORET EAST,MOIBEN,CHEPKOILEL,SIGOT
ELDORET EAST,AINABKOI,KIPKABUS,SONGICH
ELDORET EAST,MOIBEN,MUMETET,MEREWET
ELDORET EAST,MOIBEN,MEIBEKI,MEIBEKI
ELDORET EAST,MOIBEN,MEIBEKI,KAPSILIOT
ELDORET EAST,AINABKOI,CHEPKERO,KAPSUNDEI
ELDORET EAST,MOIBEN,KIMONING,KAMAUA
ELDORET EAST,MOIBEN,MUMETET,TOROCHIMOI
ELDORET EAST,AINABKOI,CHEPNGOROR,KOILUGET
ELDORET EAST,AINABKOI,OLARE,KAPKENO
ELDORET EAST,AINABKOI,KAPTAGAT,TENDWO
ELDORET EAST,AINABKOI,PLATEAU,CHESOGOR
ELDORET EAST,AINABKOI,AINABKOI,KAPSENGWET
ELDORET EAST,MOIBEN,SERGOIT,CHEPKOILEL
ELDORET EAST,AINABKOI,KAPNGETUNY,KAPNGETUNY
ELDORET EAST,AINABKOI,KIPSINENDE,KIPSINENDE
ELDORET EAST,AINABKOI,KIPSINENDE,CHEPTIGIT
ELDORET EAST,MOIBEN,CHEPKOILEL,KIMUMU
ELDORET EAST,AINABKOI,PLATEAU,CHEPKONGONY
ELDORET EAST,AINABKOI,KAPTAGAT,LOTONYOK
ELDORET EAST,AINABKOI,CHEPKERO,KILEGES
ELDORET EAST,AINABKOI,KIPSINENDE,KONGASIS
ELDORET EAST,AINABKOI,OLARE,BURNT FOREST
ELDORET EAST,AINABKOI,KAPNGETUNY,SILIBOI
ELDORET EAST,AINABKOI,CHEPNGOROR,CHEPNGOROR
ELDORET EAST,AINABKOI,KIPKABUS,TILOL
ELDORET WEST,SOY,SIRIKWA,SIRIKWA
ELDORET WEST,TURBO,KAPTEBEE,KAPTEBEE
ELDORET WEST,TURBO,SUGOI,KAPKONG
ELDORET WEST,TURBO,TAPSAGOI,TAPSAGOI
ELDORET WEST,SOY,SOY,SOY
ELDORET WEST,SOY,KIPSOMBA,KIPSOMBA
ELDORET WEST,SOY,KIPSOMBA,KAPSANG
ELDORET WEST,SOY,ZIWA,KEROTET
ELDORET WEST,TURBO,TAPSAGOI,TURBO
ELDORET WEST,TURBO,KIBULGENY,KILIMANI
ELDORET WEST,TURBO,NGENYILEL,OSORONGAI
ELDORET WEST,SOY,MOI'S BRIDGE,MOI'S BRIDGE
ELDORET WEST,TURBO,KAPYEMIT,KAPSAOS
ELDORET WEST,SOY,KIPLOMBE,KUINET
ELDORET WEST,TURBO,NGENYILEL,CHEPSAITA
ELDORET WEST,SOY,KOISAGAT,LOLKINYEI
ELDORET WEST,SOY,ZIWA,ZIWA
ELDORET WEST,TURBO,KAMAGUT,LESERU
ELDORET WEST,SOY,SIRIKWA,LEGEBET
ELDORET WEST,SOY,SOY,KONGASIS
ELDORET WEST,SOY,MOI'S BRIDGE,MATUNDA
ELDORET WEST,SOY,KOISAGAT,KOISAGAT
ELDORET WEST,TURBO,KIPLOMBE,KIPLOMBE
ELDORET WEST,SOY,SEGERO,KAPNGETUNY
ELDORET WEST,TURBO,SOSIANI,SOSIANI
ELDORET WEST,SOY,SEGERO,SEGERO
ELDORET WEST,TURBO,KIBULGENY,KAMUKUNJI
ELDORET WEST,TURBO,KAPYEMIT,HURUMA
ELDORET WEST,SOY,BARSOMBE,BARSOMBE
EMBU,RUNYENJES,KAGAARI SOUTH WEST,NTHAGAIYA
EMBU,RUNYENJES,MAKENGI,KEVOTE
EMBU,RUNYENJES,KAGAARI EAST,KIRINGA
EMBU,RUNYENJES,KYENI NORTH WEST,RUKURIRI
EMBU,RUNYENJES,KAGAARI NORTH WEST,MBUINJERU
EMBU,RUNYENJES,GATURI NORTH,KIANJUKI
EMBU,RUNYENJES,KAGAARI EAST,GICHERA
EMBU,MANYATTA,GATURI SOUTH,NEMBURE
EMBU,RUNYENJES,RUNYENJES WEST,GITARE
EMBU,RUNYENJES,KAGAARI NORTH WEST,KIANJOKOMA
EMBU,RUNYENJES,KYENI SOUTH,KARIRU
EMBU,RUNYENJES,MAKENGI,MAKENGI
EMBU,MANYATTA,NGANDORI EAST,KARIARI
EMBU,MANYATTA,NGANDORI WEST,MUKANGU
EMBU,RUNYENJES,KYENI SOUTH,KATHUNGURI
EMBU,MANYATTA,MUNICIPALITY,NJUKIRI
EMBU,RUNYENJES,GATURI NORTH,KAVUTIRI
EMBU,RUNYENJES,KYENI EAST,MUKURIA
EMBU,RUNYENJES,RUNYENJES EAST,GICHICHE
EMBU,MANYATTA,KITHIMU,KITHEGI
EMBU,RUNYENJES,KYENI NORTH WEST,MUFU
EMBU,MANYATTA,GATURI SOUTH,ENA EAST
EMBU,MANYATTA,KATHANGARIRI,RUGUMU
EMBU,RUNYENJES,KYENI SOUTH,KARURUMO
EMBU,MANYATTA,NGANDORI EAST,KAMVIU
EMBU,MANYATTA,KIBUGU,KIBUGU
EMBU,RUNYENJES,RUNYENJES WEST,MBIRURI
EMBU,RUNYENJES,KAGAARI NORTH EAST,KANJA SOUTH
EMBU,RUNYENJES,KYENI NORTH WEST,NJERURI
EMBU,RUNYENJES,KYENI CENTRAL,KATHANJURI
EMBU,RUNYENJES,KYENI NORTH EAST,IRIARI
EMBU,MANYATTA,NGANDORI WEST,KAIRURI
EMBU,MANYATTA,MBETI NORTH,ITABUA
EMBU,MANYATTA,KITHIMU,KITHIMU
EMBU,MANYATTA,NGANDORI EAST,MANYATTA
EMBU,MANYATTA,GATURI SOUTH,GATUNDURI
EMBU,RUNYENJES,KAGAARI SOUTH WEST,KAWANJARA
EMBU,RUNYENJES,KYENI SOUTH,KASAFARI
EMBU,MANYATTA,MBETI NORTH,KIANGIMA
EMBU,MANYATTA,KIBUGU,GICHERORI
EMBU,MANYATTA,RUGURU,KIRIARI
EMBU,RUNYENJES,KAGAARI NORTH WEST,MUGUI
EMBU,RUNYENJES,KYENI NORTH EAST,KATHARI
EMBU,MANYATTA,MBUVORE,MBUVORE
EMBU,MANYATTA,NGANDORI EAST,KIRIGI
EMBU,RUNYENJES,KYENI NORTH EAST,KIANGUNGI
EMBU,RUNYENJES,RUNYENJES WEST,GIKUURI
EMBU,MANYATTA,NGANDORI WEST,KATHANGARI
EMBU,RUNYENJES,KYENI EAST,KAGUMO
EMBU,RUNYENJES,RUNYENJES EAST,KIGAA
EMBU,RUNYENJES,KAGAARI NORTH WEST,KAMUGERE
EMBU,MANYATTA,MUNICIPALITY,DALLAS/STADIUM
EMBU,RUNYENJES,KAGAARI NORTH EAST,KANJA NORTH
EMBU,RUNYENJES,KAGAARI NORTH EAST,NDUURI
EMBU,MANYATTA,NGANDORI WEST,KITHUNGURURU
EMBU,MANYATTA,MUNICIPALITY,NTHAMBO
EMBU,MANYATTA,KATHANGARIRI,NGUVIU
EMBU,MANYATTA,MBETI NORTH,GATITURI
EMBU,RUNYENJES,KAGAARI SOUTH WEST,MARANGA
EMBU,MANYATTA,MUNICIPALITY,KAMIU
EMBU,MANYATTA,RUGURU,KIAMWINJA
EMBU,RUNYENJES,KAGAARI NORTH EAST,MUKUURI
EMBU,RUNYENJES,KYENI CENTRAL,NYAGARI
EMBU,MANYATTA,RUGURU,MUKURIA
EMBU,MANYATTA,KIBUGU,NGERWE
EMBU,MANYATTA,RUGURU,KITHUNGURIRI
EMBU,MANYATTA,NGANDORI EAST,RIANJAGI
EMBU,RUNYENJES,GATURI NORTH,ITOGURI
EMBU,MANYATTA,KITHIMU,ENA WEST
EMUHAYA,LUANDA,EAST BUNYORE,ESIANDA
EMUHAYA,LUANDA,WEKHOMO,EBUSUNDI
EMUHAYA,EMUHAYA,NORTH EAST BUNYORE,EBUSILOLI
EMUHAYA,LUANDA,SOUTH BUNYORE,EKWANDA
EMUHAYA,LUANDA,EAST BUNYORE,EMUTSALWA
EMUHAYA,LUANDA,SOUTH WEST BUNYORE,EBUTANYI
EMUHAYA,EMUHAYA,CENTRAL BUNYORE,EBUKANGA
EMUHAYA,EMUHAYA,CENTRAL BUNYORE,ESIRULO
EMUHAYA,EMUHAYA,NORTH EAST BUNYORE,EBUNANGWE
EMUHAYA,EMUHAYA,NORTH BUNYORE,EMMUKUNZI
EMUHAYA,LUANDA,SOUTH BUNYORE,ESABALU
EMUHAYA,LUANDA,WEKHOMO,EBUHANDO
EMUHAYA,EMUHAYA,NORTH EAST BUNYORE,EBUKHUNZA
EMUHAYA,LUANDA,NORTH BUNYORE,EBULONGA
EMUHAYA,EMUHAYA,NORTH BUNYORE,EBUSIRATSI
EMUHAYA,EMUHAYA,WEST BUNYORE,EBUSIEKWE
EMUHAYA,LUANDA,WEKHOMO,IBOONA
EMUHAYA,LUANDA,NORTH BUNYORE,EBUKHUBI
EMUHAYA,EMUHAYA,CENTRAL BUNYORE,EMUSIRE
EMUHAYA,EMUHAYA,NORTH BUNYORE,EBUKHAYA
EMUHAYA,LUANDA,WEST BUNYORE,EBUSIARALO
EMUHAYA,EMUHAYA,CENTRAL BUNYORE,EMMABWI
EMUHAYA,LUANDA,EAST BUNYORE,EBUBAYI
EMUHAYA,EMUHAYA,WEST BUNYORE,EMUKOLLA
EMUHAYA,EMUHAYA,NORTH EAST BUNYORE,EBUSAMIA
EMUHAYA,EMUHAYA,WEST BUNYORE,EMBALI
EMUHAYA,LUANDA,SOUTH WEST BUNYORE,ESIANDUMBA
EMUHAYA,LUANDA,WEST BUNYORE,EBUSIKHALE
EMUHAYA,LUANDA,SOUTH BUNYORE,EBUSAKAMI
EMUHAYA,EMUHAYA,NORTH EAST BUNYORE,EMUSUTSWI
EMUHAYA,LUANDA,SOUTH BUNYORE,MASENO
EMUHAYA,LUANDA,EAST BUNYORE,ESIRABE
EMUHAYA,EMUHAYA,WEST BUNYORE,ITUMBU
EMUHAYA,EMUHAYA,CENTRAL BUNYORE,ESSUNZA
EMUHAYA,LUANDA,SOUTH WEST BUNYORE,MWITUBWI
EMUHAYA,LUANDA,SOUTH BUNYORE,EMMALOBA
EMUHAYA,EMUHAYA,CENTRAL BUNYORE,ESSABA
EMUHAYA,LUANDA,SOUTH WEST BUNYORE,EBWIRANYI
FAFI,FAFI,BURA,BURA
FAFI,FAFI,KAMUTHE,KAMUTHE
FAFI,FAFI,WELMERER,WELMERER
FAFI,FAFI,BULLA GOLOL,BULLA GOLOL
FAFI,FAFI,FAFI,FAFI
FAFI,FAFI,NANIGHI,NANIGHI
FAFI,FAFI,MANSABUBU,MANSABUBU
GARBATULA,ISIOLO SOUTH,GARBATULA,GARBATULA SOUTH
GARBATULA,ISIOLO SOUTH,MODOGASHE,MODOGASHE SOUTH
GARBATULA,ISIOLO SOUTH,KULAMAWE,KULAMAWE
GARBATULA,ISIOLO SOUTH,KINNA,KINNA
GARBATULA,ISIOLO SOUTH,GARFASA,MUCHORO
GARBATULA,ISIOLO SOUTH,GARBATULA,GARBATULA NORTH
GARBATULA,ISIOLO SOUTH,MODOGASHE,MODOGASHE NORTH
GARBATULA,ISIOLO SOUTH,GARFASA,GARFASA
GARBATULA,ISIOLO SOUTH,ERESA BORU,ERESA BORU
GARBATULA,ISIOLO SOUTH,KULAMAWE,MODOYAKA
GARBATULA,ISIOLO SOUTH,SERICHO,SERICHO
GARBATULA,ISIOLO SOUTH,SERICHO,GUBATU
GARBATULA,ISIOLO SOUTH,RAPSU,RAPSU
GARBATULA,ISIOLO SOUTH,MALKADAKA,MALKADAKA
GARBATULA,ISIOLO SOUTH,ERESA BORU,BADANA GARDIDA
GARISSA,DUJIS,TOWNSHIP,GALBET
GARISSA,DUJIS,TOWNSHIP,TOWNSHIP
GARISSA,BALAMBALA,RAYA,RAYA
GARISSA,DUJIS,CENTRAL,WABERI
GARISSA,DUJIS,IFTIN,IFTIN
GARISSA,BALAMBALA,SANKURI,SANKURI
GARISSA,BALAMBALA,SHIMBIRI,SHIMBIRI
GARISSA,BALAMBALA,SAKA,SAKA
GARISSA,BALAMBALA,SAKA,DALEY
GARISSA,BALAMBALA,DUJIS,DUJIS
GARISSA,BALAMBALA,LIBAHILOW,LIBAHILOW
GARISSA,DUJIS,BOUR-ALGI,BOUR-ALGI
GARISSA,BALAMBALA,BALAMBALA,BALAMBALA
GARISSA,BALAMBALA,BALAMBALA,KASHA
GARISSA,BALAMBALA,DANYERE,URGAAD
GARISSA,DUJIS,KARAKORA,KARAKORA
GARISSA,BALAMBALA,BALAMBALA,ASHADIN
GARISSA,BALAMBALA,JARA JARA,JARA JARA
GARISSA,BALAMBALA,SANKURI,BALICH
GARISSA,BALAMBALA,DANYERE,DANYERE
GATANGA,GATANGA,KIGORO,KIGORO
GATANGA,GATANGA,KIHUMBUINI,KAGONGO
GATANGA,GATANGA,NDAKAINI,NDAKAINI
GATANGA,GATANGA,KIHUMBUINI,NYAGA
GATANGA,GATANGA,NGABUYA,KIARUTARA
GATANGA,GATANGA,KIGIO,GAKURARI
GATANGA,GATANGA,ITHANGA,KAGUKU
GATANGA,GATANGA,KIUNYU,GITUAMBA
GATANGA,GATANGA,MITUMBIRI,NANGA
GATANGA,GATANGA,NGELELYA,THUNGURURU
GATANGA,GATANGA,KIGIO,ITHANGARARI
GATANGA,GATANGA,KIHUMBUINI,THUITA
GATANGA,GATANGA,KIRIAINI,MUREKE
GATANGA,GATANGA,KARIARAI,MBUGITI
GATANGA,GATANGA,KARIARAI,GATUNGURU
GATANGA,GATANGA,KARIARAI,GATURA
GATANGA,GATANGA,MUGUMOINI,MUGUMOINI
GATANGA,GATANGA,KAKUZI,GITUAMBA
GATANGA,GATANGA,GATANGA,CHOMO
GATANGA,GATANGA,KIGIO,KIGIO
GATANGA,GATANGA,GATANGA,GATANGA
GATANGA,GATANGA,KIHUMBUINI,KIHUMBUINI
GATANGA,GATANGA,MUGUMOINI,MABANDA
GATANGA,GATANGA,KAKUZI,KINYANGI
GATANGA,GATANGA,NGABUYA,MWAGU
GATANGA,GATANGA,GATANGA,KIRWARA
GATANGA,GATANGA,NGELELYA,KWA MUKUNDI
GATANGA,GATANGA,KIGORO,GIACHUKI
GATANGA,GATANGA,KIRIAINI,KIRIAINI
GATANGA,GATANGA,SAMURU,MWITINGIRI
GATANGA,GATANGA,ITHANGA,MIANYANI
GATANGA,GATANGA,KARIARAI,KARANGI
GATANGA,GATANGA,MUGUMOINI,MITHANDUKU-INI
GATANGA,GATANGA,KIGORO,GITIRI
GATANGA,GATANGA,NGELELYA,MUGUMO
GATANGA,GATANGA,ITHANGA,GIATHANI-INI
GATANGA,GATANGA,KIUNYU,KIUNYU
GATANGA,GATANGA,KIUNYU,RUGAITA
GATANGA,GATANGA,MUKARARA,MUKURWE
GATANGA,GATANGA,MUKARARA,MUKARARA
GATANGA,GATANGA,MUKARARA,GATIIGURU
GATANGA,GATANGA,MUKARARA,NJAIINI
GATANGA,GATANGA,KIRIAINI,THARE
GATANGA,GATANGA,KIGORO,NDUNYU CHEGE
GATANGA,GATANGA,KIRIAINI,GATHANJI
GATANGA,GATANGA,NDAKAINI,KIMANDI
GATANGA,GATANGA,SAMURU,GATAMBARA
GATANGA,GATANGA,NGABUYA,KIGANJO
GATANGA,GATANGA,NDAKAINI,KANUNGA
GATANGA,GATANGA,KARIARAI,KIMAKIA
GATANGA,GATANGA,MITUMBIRI,THUTHUA
GATUNDU,GATUNDU NORTH,GAKOE,NDIKO
GATUNDU,GATUNDU SOUTH,NGENDA,GITHUNGUCHU
GATUNDU,GATUNDU NORTH,MAKWA,MAKWA
GATUNDU,GATUNDU NORTH,KAIRI,NGORONGO
GATUNDU,GATUNDU NORTH,MANGU,MANGU
GATUNDU,GATUNDU NORTH,GITHOMBOKONI,NJAHI
GATUNDU,GATUNDU NORTH,KAIRI,KAIRI
GATUNDU,GATUNDU SOUTH,KIGANJO,KIGANJO
GATUNDU,GATUNDU NORTH,MAKWA,NGUNA
GATUNDU,GATUNDU SOUTH,NGENDA,KAHUNGU_INI
GATUNDU,GATUNDU NORTH,MANGU,MUKURWE
GATUNDU,GATUNDU SOUTH,KIGANJO,KIAMWORIA
GATUNDU,GATUNDU SOUTH,KIGANJO,MUNDORO
GATUNDU,GATUNDU SOUTH,KIAMWANGI,GATHAGE
GATUNDU,GATUNDU SOUTH,NGENDA,KIMUNYU
GATUNDU,GATUNDU NORTH,GITUAMBA,KIRIKO
GATUNDU,GATUNDU SOUTH,KIGANJO,GACHIKA
GATUNDU,GATUNDU NORTH,KAIRI,MUIRIGO
GATUNDU,GATUNDU SOUTH,KIGANJO,NDUNDU
GATUNDU,GATUNDU SOUTH,NDARUGU,MUNYU_INI
GATUNDU,GATUNDU SOUTH,KIAMWANGI,KIAMWANGI
GATUNDU,GATUNDU NORTH,MAKWA,NGETHU
